,index,opt_counter,rew_mean,rew_sd,rew_median,rew_10th_p,rew_90th_p,steps_mean,steps_sd,steps_median,steps_10th_p,steps_90th_p
297,0,5996.5,372.1131281996857,40.612752482215896,390.6711936365695,325.3256714444474,402.19088649664405,184.65,23.10189586548843,199.0,159.375,199.0
298,0,6016.5,356.3149906270601,58.26055371178339,384.45712955671866,291.08055220418487,398.59291666179564,179.425,33.27449730548516,199.0,143.89999999999998,199.0
299,0,6036.5,371.3953013949711,39.6463064008007,395.25072135013363,325.22196865946427,401.25527456581443,173.82500000000002,37.25559219488158,181.375,137.775,199.0
300,0,6056.5,366.10928730184037,42.91201947438762,387.29639425766925,314.76623799739633,401.2811228615284,178.45000000000002,35.44098708197256,199.0,140.975,199.0
301,0,6076.5,375.3704928473291,35.84820886021256,391.2034308957683,335.33177281247606,401.15089258439446,190.45000000000002,17.1,199.0,173.35,199.0
302,0,6096.5,375.492075324185,27.106783292101866,381.0229591222707,344.5254689139518,400.8429723758588,193.1,11.8,199.0,181.29999999999998,199.0
303,0,6116.5,381.768573386808,21.86780013250947,389.6238718042422,357.0711858608325,399.3932541366879,189.0,18.69361554570243,199.0,169.57500000000002,199.0
304,0,6136.5,379.1101939342089,27.62309908631277,389.86963294148416,347.3120522498482,402.0286522257106,184.175,16.4031347116587,193.625,163.95,199.0
305,0,6156.5,361.16540467826377,44.42833153772268,379.8050712738974,309.129326637898,399.0607850055126,177.775,17.110975695613053,178.625,163.3,191.55
306,0,6176.5,366.4430509889827,51.80785354594437,388.1266000814612,310.1846435968824,402.5227706426699,184.575,26.052890102956553,199.0,157.0,199.0
307,0,6196.5,345.49239255077435,28.764696107723946,356.93017433914315,315.5013937211395,367.91331562493787,190.075,15.30136847644323,199.0,173.4,199.0
308,0,6216.5,354.3125406748891,50.854789744233244,369.99443005115756,297.1084634457753,397.60379657292407,167.275,42.53981254291844,184.875,120.675,199.0
309,0,6236.5,366.8883637414074,47.214881197957816,388.6361008804224,313.06247542383755,404.21784748721853,186.825,24.35,199.0,162.47500000000002,199.0
310,0,6256.5,381.6888334538446,37.57380149379906,398.69331983354215,341.6269288988161,405.55280225098596,189.6,17.444344934278313,199.0,171.42499999999998,199.0
311,0,6276.5,367.3585641878055,41.401380474584485,389.6479137130096,318.07076544407556,401.1044612406749,194.825,6.7025820936192195,199.0,187.2,199.0
312,0,6296.5,359.71408195216355,52.98249936018283,388.78264829247314,297.0498914505234,401.6810384923138,190.225,11.15414518898061,199.0,176.8,199.0
313,0,6316.5,377.2614929235634,41.0441136411723,394.90684825037175,334.07676081362933,404.53292072627903,168.6,36.66307859036736,175.75,133.825,194.05
314,0,6336.5,375.2523867717427,30.704626524032022,387.7710539075358,339.5912807908446,401.4449782951057,183.65,20.13679606301177,196.375,159.575,199.0
315,0,6356.5,369.8819904191945,41.31721304518457,391.65433602000485,322.8275741861129,399.52350870593307,182.8,26.39308959190842,199.0,154.225,199.0
316,0,6376.5,360.35183732494284,47.65924991199348,380.9248191293864,304.51610928885435,400.3611737080269,183.9,18.711734296613944,199.0,160.65,199.0
317,0,6396.5,368.6814562111196,33.23639293126507,374.3397048291198,331.26173307688407,400.1206074553843,182.475,24.059699125897943,188.625,157.77499999999998,199.0
318,0,6416.5,342.96296935021263,74.98977340884322,379.1804377382677,255.9999950674353,400.0911280743859,179.67499999999998,34.010422566278834,199.0,143.45,199.0
319,0,6436.5,364.6149911870315,45.068850172584874,378.34177769856535,312.44528417485674,403.6083355619837,194.775,8.450000000000001,199.0,186.325,199.0
320,0,6456.5,382.01621516250674,28.291108764628515,392.17871431510963,350.30823286191867,403.70294400566155,186.825,24.35,199.0,162.47500000000002,199.0
321,0,6476.5,357.60803370024144,62.47411541651946,392.2580100765983,284.4554481484736,404.6293424131977,190.1,17.800000000000004,199.0,172.29999999999998,199.0
322,0,6496.5,362.5906179804525,56.21809900491733,394.80627037234393,298.2423308971671,402.3696356866716,174.70000000000002,42.86345684603839,199.0,129.775,199.0
323,0,6516.5,372.43249626769045,47.8373395046933,401.1833235760642,317.8218491031403,404.2882391204558,174.125,33.660812914525884,184.375,139.15,199.0
324,0,6536.5,341.64714061402947,43.874810317516335,363.3341223056472,291.8379323583139,378.51179895541276,178.72500000000002,34.738647887475075,199.0,141.85,199.0
325,0,6556.5,351.1753515357074,61.5844810998707,369.82216748699176,281.27060358741085,403.1244008506822,182.5,18.65704413628157,181.875,164.0,199.0
326,0,6576.5,343.71030223036695,60.06481271439196,351.9206570627973,280.6611565330606,397.8696474990665,173.32500000000002,44.50742833271305,199.0,126.2,199.0
